driver,trip,Average_speed,Average_ABS_Acceleration,Average_RPM,Variance_speed,Variance_ABS_Acceleration,Variance_RPM,v_a,v_b,v_c,v_d,a_a,a_b,a_c,r_a,r_b,r_c,Catrgory
41031400987,39,8,0.313754,1113,58.189134,0.095416,228228.4,0.521739,0.054627,0.217391,0.206243,0.370123,0.172798,0.457079,0.457079,0.542921,0,cluster1
41031400987,40,7,0.205924,1101.442105,38.941251,0.195285,145449.5684,0.576129,0.24129,0.066774,0.115806,0.668065,0.240968,0.090968,0.418065,0.568387,0.013548,cluster2
41031400987,41,3,0.055616,834.787356,42.428841,0.016032,148808.7002,0.750909,0.101818,0.062182,0.085091,0.834182,0.136364,0.029455,0.705273,0.294727,0,cluster0
41031400987,42,6,0.171511,1077.246753,41.125778,0.023374,217977.162,0.463385,0.255492,0.191619,0.089504,0.41009,0.386493,0.203417,0.455655,0.518714,0.025631,cluster2
41031400987,43,2,0.420968,898.277778,8.598856,0.47659,221684.2124,0.987772,0.012228,0,0,0.914402,0.050272,0.035326,0.567935,0.432065,0,cluster0
41031400987,44,11,0.254607,1236.861111,64.003282,0.178483,188371.2087,0.247629,0.18862,0.224447,0.339305,0.593256,0.24236,0.164384,0.25079,0.74921,0,cluster1
41031400987,45,1,0.048006,728.975,11.916706,0.009783,80553.72089,0.839022,0.134213,0.026765,0,0.825834,0.128006,0.04616,0.839022,0.160978,0,cluster0
41031400987,46,7,0.164082,1152.545455,41.565978,0.029903,206590.8182,0.375361,0.278152,0.218479,0.128008,0.414822,0.423484,0.161694,0.334937,0.606352,0.05871,cluster1
41031400987,47,3,0.123361,862.534759,25.206028,0.073598,163122.1426,0.770793,0.094939,0.098162,0.036106,0.68891,0.24049,0.0706,0.699549,0.295132,0.005319,cluster0
41031400987,48,8,0.274534,1132.575949,40.872056,0.609465,141647.698,0.338033,0.305937,0.246568,0.109462,0.561039,0.379035,0.059926,0.293878,0.706122,0,cluster1
41031400987,49,6,0.182255,974.763158,48.545969,0.032013,166804.8883,0.522709,0.102395,0.316268,0.058629,0.443435,0.268373,0.288192,0.516928,0.483072,0,cluster2
41031400987,50,5,0.447238,1091.575,19.691309,1.448112,171179.8917,0.654384,0.299238,0.046379,0,0.841169,0.115629,0.043202,0.570521,0.324015,0.105464,cluster0
41031400987,51,5,0.334417,1073.290909,27.680509,0.357415,188044.6545,0.505663,0.359883,0.119474,0.01498,0.78882,0.16551,0.04567,0.447205,0.552795,0,cluster2
41031400987,52,6,0.061312,1007.076923,39.202321,0.005612,135199.1781,0.5216,0.1528,0.3256,0,0.756,0.244,0,0.4056,0.5944,0,cluster2
41031400987,53,4,0.214557,847.230769,22.843359,0.251262,88040.23482,0.582609,0.303478,0.113913,0,0.517391,0.415652,0.066957,0.657391,0.342609,0,cluster2
41031400987,54,2,0.307634,888.68,12.099537,0.179943,145753.81,0.790155,0.170984,0.03886,0,0.651554,0.295337,0.053109,0.663212,0.336788,0,cluster0
41031400987,55,6,0.112407,1036.190476,48.006956,0.013786,307882.158,0.66474,0.131792,0.128902,0.074566,0.679191,0.283237,0.037572,0.647399,0.280347,0.072254,cluster0
41031400987,56,3,0.122042,903.9375,6.977559,0.01883,107097.2625,0.78427,0.21573,0,0,0.660674,0.334831,0.004494,0.631461,0.368539,0,cluster0
41031400987,57,2,0.061253,823.894737,7.046423,0.002621,71033.65497,0.892739,0.107261,0,0,0.731023,0.268977,0,0.79703,0.20297,0,cluster0
41031400987,58,6,0.119231,992.641791,31.06605,0.016989,123340.8091,0.456067,0.274291,0.269642,0,0.593677,0.324035,0.082287,0.437006,0.562994,0,cluster2
41031400987,59,6,0.166997,998.529412,59.552711,0.032334,182298.7341,0.523136,0.122751,0.208869,0.145244,0.441517,0.289846,0.268638,0.462725,0.537275,0,cluster2
41031400987,60,5,0.129266,977.333333,35.666617,0.018763,183031.5035,0.480589,0.358099,0.117805,0.043507,0.436412,0.441767,0.121821,0.512718,0.444444,0.042838,cluster2
41031400987,61,1,0.083907,682.789474,5.402387,0.034813,36210.60313,0.975594,0.024406,0,0,0.911609,0.075858,0.012533,0.975594,0.024406,0,cluster0
41031400987,62,10,0.150463,1280.640244,44.430021,0.028808,183661.5692,0.237748,0.224654,0.316124,0.221474,0.512346,0.348111,0.139544,0.189113,0.77385,0.037037,cluster1
41031400987,63,3,0.19706,895.16,16.570216,0.281955,164799.9733,0.252918,0.747082,0,0,0.904669,0.068093,0.027237,0.255837,0.744163,0,cluster2
41031400987,64,9,0.137211,1204.673913,36.991151,0.035889,136130.1802,0.234444,0.292269,0.384664,0.088624,0.585795,0.33061,0.083595,0.217473,0.763042,0.019485,cluster1
41031400987,65,5,0.222294,1134.4,35.162037,0.055724,252547.3,0.381356,0,0.618644,0,0.29661,0.279661,0.423729,0.101695,0.898305,0,cluster1
41031400987,66,10,0.135483,1268.40625,23.734241,0.059443,101329.2167,0.151151,0.294294,0.554555,0,0.613614,0.352352,0.034034,0.129129,0.870871,0,cluster1
41031400987,67,5,0.695767,1089.75,37.210648,1.214734,928094.9167,0.895652,0.06087,0.043478,0,0.895652,0,0.104348,0.895652,0.104348,0,cluster0
41031400987,68,15,0.329124,1477.963235,116.569397,0.685784,339019.8431,0.216477,0.098817,0.184049,0.500657,0.631025,0.285714,0.08326,0.194347,0.578002,0.227651,cluster1
41031400987,69,5,0.125768,938.02,47.326027,0.030319,201081.8159,0.756573,0.085686,0.082278,0.075463,0.712269,0.21519,0.072541,0.672347,0.327653,0,cluster0
41031400987,70,3,0.145374,850.055556,35.632511,0.027716,141003.6761,0.744844,0.12198,0.05716,0.076017,0.539187,0.309369,0.151444,0.636417,0.363583,0,cluster0
41031400987,71,5,0.185172,1054.065574,27.12457,0.110895,149081.3623,0.458564,0.369663,0.155198,0.016575,0.494726,0.359618,0.145655,0.405826,0.578101,0.016072,cluster2
41031400987,72,6,0.30944,1120.416667,42.562402,0.474227,214824.5929,0.472222,0.172222,0.293519,0.062037,0.372222,0.387963,0.239815,0.349074,0.621296,0.02963,cluster2
41031400987,73,6,0.169839,1072.804348,35.536619,0.030672,200743.8514,0.49286,0.28666,0.169627,0.050853,0.428422,0.399861,0.171717,0.419366,0.558342,0.022292,cluster2
41031400987,74,2,0.064672,813.142857,11.990006,0.0074,85003.62857,0.803328,0.196672,0,0,0.709531,0.245083,0.045386,0.695915,0.304085,0,cluster0
41031400987,75,5,0.153035,978.486239,34.459135,0.086165,184955.2706,0.633107,0.216183,0.030266,0.120445,0.713095,0.179432,0.107474,0.500926,0.485794,0.01328,cluster2
41031400987,76,10,0.343887,1207.533333,62.299468,1.303777,179866.0397,0.38251,0.08834,0.22903,0.300119,0.614515,0.303391,0.082094,0.325699,0.664783,0.009518,cluster1
41031400987,77,7,0.418782,1081,13.058495,0.145621,77499.33333,0.770492,0.196721,0.032787,0,0.278689,0.491803,0.229508,0.516393,0.483607,0,cluster2
41031400987,78,2,0.718397,912,12.063262,2.658754,195236.8235,0.734317,0.265683,0,0,0.686347,0.298893,0.01476,0.618081,0.381919,0,cluster0
41031400987,79,6,0.310224,1108.820513,40.052336,0.375658,187048.6248,0.59356,0.182768,0.083551,0.140122,0.556136,0.394256,0.049608,0.469974,0.474326,0.055701,cluster2
41031400987,80,0,0.016747,668.716667,4.660145,0.002398,36613.69802,0.914737,0.085263,0,0,0.957368,0.042632,0,0.907368,0.092632,0,cluster0
41031400987,81,3,0.096244,877.246988,21.499176,0.025055,139961.8841,0.695611,0.242527,0.043511,0.01835,0.662883,0.280931,0.056186,0.674234,0.313091,0.012675,cluster0
41031400987,82,10,0.316302,1100.571429,81.489961,0.186967,260305.4945,0.459318,0.175853,0.099738,0.265092,0.467192,0.257218,0.275591,0.545932,0.364829,0.089239,cluster1
41031400987,83,3,0.089587,869.840237,33.11887,0.016252,154648.1231,0.718021,0.136219,0.100707,0.045053,0.687633,0.254594,0.057774,0.660071,0.339929,0,cluster0
41031400987,84,2,0.132317,825.422764,13.678891,0.083061,124943.0985,0.791273,0.167134,0.041592,0,0.674662,0.245471,0.079867,0.691248,0.300842,0.00791,cluster0
41031400987,85,3,0.073343,831.9,14.46845,0.006706,84822.54444,0.680921,0.319079,0,0,0.677632,0.322368,0,0.680921,0.319079,0,cluster0
41031400987,86,4,0.184032,933.622642,24.333777,0.083927,131176.0856,0.701237,0.215033,0.068506,0.015224,0.683635,0.23549,0.080875,0.607517,0.392483,0,cluster0
41031400987,87,4,0.181474,1069.833333,25.268308,0.060877,144788.3333,0.583333,0.111111,0.305556,0,0.375,0.496528,0.128472,0.444444,0.555556,0,cluster2
41031400987,88,9,0.099399,1156.412903,61.606024,0.016586,167040.257,0.395368,0.143001,0.200403,0.261229,0.629204,0.304532,0.066264,0.336959,0.663041,0,cluster1
41031400987,89,3,0.084789,825.521739,26.197055,0.016099,120565.8063,0.676596,0.137589,0.185816,0,0.678014,0.182979,0.139007,0.676596,0.323404,0,cluster0
41031400987,90,4,0.131914,1062.423077,15.53858,0.012229,156143.5338,0.654306,0.307416,0.038278,0,0.462919,0.427033,0.110048,0.45933,0.54067,0,cluster2
41031400987,91,2,0.061516,823.658537,8.226061,0.005332,81845.73049,0.867635,0.10573,0.026634,0,0.687651,0.285714,0.026634,0.614205,0.385795,0,cluster0
41031400987,92,12,0.140464,1229.904348,69.329887,0.057054,175769.4381,0.36384,0.078339,0.134046,0.423775,0.714499,0.234519,0.050982,0.238995,0.761005,0,cluster1
41031400987,93,8,0.131563,1106.305085,50.698233,0.045908,179216.8364,0.463442,0.188414,0.173228,0.174916,0.674353,0.308211,0.017435,0.406074,0.557368,0.036558,cluster1
41031400987,94,6,0.108694,1002.435294,50.160956,0.023398,197783.6773,0.607087,0.102414,0.152648,0.13785,0.69743,0.260514,0.042056,0.540109,0.459891,0,cluster2
41031400987,95,5,0.152443,982.326923,44.718638,0.032112,159127.4008,0.624019,0.162342,0.111648,0.101992,0.527459,0.329511,0.14303,0.550392,0.449608,0,cluster2
41031400987,96,8,0.155387,1090.71875,53.55973,0.248622,157438.6043,0.47377,0.185574,0.161639,0.179016,0.661639,0.293443,0.044918,0.39377,0.60623,0,cluster1
41031400987,97,5,0.094191,925.433333,32.524223,0.019056,199192.2358,0.670166,0.167985,0.139896,0.021953,0.750068,0.197028,0.052904,0.634306,0.35165,0.014044,cluster0
41031400987,99,4,0.158835,820.16129,33.332006,0.032471,193653.6731,0.782609,0.076398,0.140994,0,0.747205,0.11118,0.141615,0.783851,0.216149,0,cluster0
41031400987,100,5,0.134734,1021.076923,14.333056,0.02545,144056.0769,0.318421,0.681579,0,0,0.536842,0.426316,0.036842,0.407895,0.592105,0,cluster2
41031400987,101,7,0.532428,1079.690909,50.711487,1.495906,216847.8842,0.45122,0.282927,0.140854,0.125,0.394512,0.40061,0.204878,0.506098,0.472561,0.021341,cluster2
41031400987,102,7,0.094736,1053.025,78.933998,0.018352,220278.384,0.483016,0.081193,0.185584,0.250207,0.625518,0.32063,0.053853,0.511185,0.488815,0,cluster1
41031400987,103,6,0.341598,1025.592593,32.368058,0.261605,164858.0969,0.530159,0.34127,0.11746,0.011111,0.649206,0.271429,0.079365,0.552381,0.447619,0,cluster2
41031400987,104,5,0.080641,947.1,19.019204,0.003813,96668.32222,0.484277,0.415094,0.100629,0,0.720126,0.279874,0,0.465409,0.534591,0,cluster2
41031400987,105,7,0.173939,1066.900901,58.102951,0.243855,191074.2355,0.543922,0.15529,0.125102,0.175687,0.670383,0.258907,0.07071,0.524069,0.475931,0,cluster2
41031400987,107,5,0.104439,952.089552,48.857459,0.021885,175430.6585,0.627818,0.093046,0.154916,0.124221,0.705516,0.141007,0.153477,0.581775,0.418225,0,cluster2
41031400987,108,6,0.191479,1040.230769,26.85482,0.148524,150159.6246,0.394385,0.350267,0.255348,0,0.675134,0.264706,0.06016,0.385027,0.614973,0,cluster2
41031400987,109,2,0.072634,798.209945,25.808215,0.027003,115567.989,0.796328,0.104817,0.077985,0.020869,0.764946,0.203515,0.031539,0.745489,0.254511,0,cluster0
41031400987,110,2,0.065144,782.319149,13.079739,0.011083,102041.222,0.775578,0.2033,0.021122,0,0.787459,0.169637,0.042904,0.757756,0.242244,0,cluster0
41031400987,111,2,0.272197,843.583333,15.993266,0.323991,124008.0833,0.58427,0.307116,0.108614,0,0.745318,0.127341,0.127341,0.700375,0.299625,0,cluster0
41031400987,112,1,0.050521,728.963636,5.474602,0.025703,51340.1468,0.888952,0.111048,0,0,0.885552,0.108215,0.006232,0.864589,0.135411,0,cluster0
41031400987,113,7,0.338476,1146.717949,25.977158,0.836397,123740.2078,0.434783,0.363478,0.142609,0.05913,0.475652,0.481739,0.042609,0.374783,0.625217,0,cluster2
41031400987,114,4,0.084254,974.826923,26.465788,0.035713,175391.6361,0.692308,0.156899,0.150794,0,0.84127,0.152015,0.006716,0.485958,0.514042,0,cluster0
41031400987,115,5,0.102256,950.684211,25.577124,0.014286,116974.0058,0.443686,0.390785,0.165529,0,0.62116,0.336177,0.042662,0.561433,0.438567,0,cluster2
41031400987,116,8,0.356548,1108.8,43.726852,0.359989,111042.2,0.745763,0,0.254237,0,0.813559,0.067797,0.118644,0.067797,0.932203,0,cluster1
41031400987,117,4,0.166771,978.966292,29.364632,0.143513,216060.5329,0.684735,0.19764,0.070428,0.047198,0.640487,0.314159,0.045354,0.537979,0.412979,0.049041,cluster2
41031400987,118,6,0.173202,1023.614286,36.281024,0.04898,154037.3708,0.588034,0.195884,0.166921,0.049162,0.622332,0.316692,0.060976,0.554116,0.445884,0,cluster2
41031400987,119,10,0.238867,1268.391304,74.277192,0.101388,327347.9763,0.373134,0.170813,0.14262,0.313433,0.485904,0.328358,0.185738,0.373134,0.588723,0.038143,cluster1
41031400987,120,6,0.162855,1117.641026,33.543676,0.017415,183832.2888,0.506773,0.338645,0.076494,0.078088,0.455777,0.361753,0.18247,0.38008,0.592032,0.027888,cluster2
41031400987,121,5,0.097526,975.945455,54.240034,0.014504,210597.9414,0.616983,0.115796,0.132423,0.134798,0.651425,0.305819,0.042755,0.57601,0.404394,0.019596,cluster2
41031400987,122,7,0.137241,1078.8125,42.820243,0.016446,176211.7301,0.406332,0.23153,0.296834,0.065303,0.453166,0.386544,0.16029,0.361478,0.617414,0.021108,cluster2
41031400987,123,1,0.062586,720.210526,8.641298,0.030179,93551.52632,0.91719,0.05197,0.03084,0,0.846374,0.130782,0.022844,0.873786,0.126214,0,cluster0
41031400987,124,4,0.112785,934.278027,38.313952,0.06981,172538.0755,0.688861,0.108508,0.122346,0.080285,0.698863,0.246472,0.054665,0.603507,0.38745,0.009042,cluster0
41031400987,125,5,0.128106,990.918605,37.818912,0.046526,174235.0874,0.604739,0.217751,0.093268,0.084242,0.528018,0.38962,0.082362,0.517112,0.470478,0.012411,cluster2
41031400987,126,5,0.211586,1012.310345,31.741227,0.317293,177522.9546,0.654252,0.126737,0.203446,0.015564,0.638688,0.231795,0.129516,0.530295,0.451918,0.017788,cluster2
41031400987,127,6,0.501619,1094.035714,43.882683,0.664998,232272.5542,0.371102,0.172557,0.4158,0.040541,0.663202,0.213098,0.123701,0.33368,0.596674,0.069647,cluster1
41031400987,128,5,0.157463,996.2,31.278428,0.019921,118591.0105,0.574013,0.217105,0.15625,0.052632,0.360197,0.532895,0.106908,0.46875,0.53125,0,cluster2
41031400987,129,3,0.056546,787.08,25.461864,0.007117,93851.6703,0.811187,0.127694,0.025375,0.035744,0.803001,0.189086,0.007913,0.796453,0.203547,0,cluster0
41031400987,130,6,0.111523,1043,60.264774,0.021613,252771.4894,0.60143,0.083225,0.122887,0.192458,0.607282,0.247724,0.144993,0.496099,0.483095,0.020806,cluster2
41031400996,1,5,0.100642,1127.248485,27.455489,0.012296,105365.2123,0.563758,0.276318,0.141515,0.018408,0.627804,0.306999,0.065197,0.427613,0.566251,0.006136,cluster2
41031400996,2,6,0.16892,1504.925926,39.366989,0.149546,769567.2281,0.519548,0.183262,0.267563,0.029627,0.591936,0.280391,0.127673,0.438607,0.306048,0.255345,cluster2
41031400996,3,3,0.14438,1132.714286,11.875367,0.009198,136220.5714,0.424242,0.575758,0,0,0.581818,0.418182,0,0.4,0.6,0,cluster2
41031400996,4,7,0.263837,1154.75,26.690516,0.086392,153435.8409,0.708428,0.157175,0.134396,0,0.537585,0.328018,0.134396,0.505695,0.494305,0,cluster2
41031400996,5,3,0.370229,1063.066667,20.673133,0.542885,94509.35238,0.621253,0.256131,0.122616,0,0.577657,0.40327,0.019074,0.509537,0.490463,0,cluster2
41031400996,6,2,0.208363,955.5,9.411815,0.211806,95049.32353,0.768322,0.231678,0,0,0.583924,0.399527,0.016548,0.617021,0.382979,0,cluster0
41031400996,7,0,0.045087,787.90625,0.727969,0.060179,24194.66835,1,0,0,0,0.996929,0,0.003071,0.967247,0.032753,0,cluster0
41031400996,8,3,0.248509,1126.666667,15.961505,0.063716,149888.5,0.743802,0.107438,0.14876,0,0.338843,0.252066,0.409091,0.561983,0.438017,0,cluster2
41031400996,9,7,0.192579,1199.661017,50.702472,0.098251,168178.6417,0.539474,0.145833,0.174342,0.140351,0.412829,0.451206,0.135965,0.354167,0.61239,0.033443,cluster2
41031400996,10,2,0.104052,1134.636364,5.223064,0.006991,206904.8545,0.792254,0.207746,0,0,0.521127,0.478873,0,0.640845,0.359155,0,cluster0
41031400996,11,0,0,750.592593,0,0,28.25071,1,0,0,0,1,0,0,1,0,0,cluster0
41031400996,12,3,0.147164,1129.388889,13.778191,0.015425,94863.78105,0.736626,0.197531,0.065844,0,0.345679,0.5,0.154321,0.31893,0.68107,0,cluster2
41031400996,13,4,0.099211,990.30303,37.209488,0.029743,183506.5837,0.675144,0.154031,0.140115,0.03071,0.671785,0.25048,0.077735,0.589731,0.394914,0.015355,cluster0
41031400996,14,3,0.08158,983.396825,24.628421,0.025819,71397.24322,0.705852,0.179671,0.114476,0,0.732546,0.232546,0.034908,0.647844,0.352156,0,cluster0
41031400996,15,3,0.354344,1110.888889,16.064386,0.45534,66600.11111,0.832536,0.167464,0,0,0.325359,0.507177,0.167464,0.330144,0.669856,0,cluster2
41031400996,16,4,0.19017,1131.657895,23.905296,0.171711,147893.3214,0.627917,0.241667,0.130417,0,0.604167,0.260833,0.135,0.44875,0.55125,0,cluster2
41031400996,17,3,0.106547,984.966667,30.284107,0.030217,111096.1899,0.746966,0.126695,0.094575,0.031763,0.68808,0.169522,0.142398,0.678801,0.309779,0.01142,cluster0
41031400996,18,5,0.216907,1524.325581,35.40966,0.023559,699973.4153,0.584475,0.144597,0.221461,0.049467,0.271689,0.433029,0.295282,0.404871,0.30137,0.29376,cluster2
41031400996,19,8,0.166376,1234.925,46.236151,0.018938,115174.1224,0.379032,0.237903,0.255645,0.127419,0.35,0.475806,0.174194,0.329032,0.641129,0.029839,cluster1
41031400996,20,2,0.07582,996.323529,16.362426,0.014696,83914.40731,0.793213,0.137858,0.068929,0,0.724284,0.138918,0.136797,0.659597,0.340403,0,cluster0
41031400996,21,6,0.336853,1240.166667,21.167443,0.200009,178763.5588,0.611722,0.309524,0.078755,0,0.582418,0.368132,0.049451,0.478022,0.521978,0,cluster2
41031400996,22,5,0.287087,1143.125,32.06758,0.367397,76343.85,0.556582,0.152425,0.290993,0,0.466513,0.448037,0.08545,0.468822,0.531178,0,cluster2
41031400996,23,4,0.152449,1107.461538,24.058455,0.064766,69583.62348,0.713802,0.123624,0.162574,0,0.627434,0.298052,0.074513,0.463167,0.536833,0,cluster2
41031400996,24,7,0.176231,1314.090909,14.896184,0.017404,28581.89091,0.498423,0.312303,0.189274,0,0.208202,0.782334,0.009464,0.094637,0.905363,0,cluster2
41031400996,25,3,0.128119,1034.920635,22.596923,0.09509,62084.00973,0.620404,0.298291,0.081305,0,0.727602,0.158985,0.113413,0.587778,0.412222,0,cluster0
41031400996,26,4,0.172435,1015.214286,35.415819,0.057046,68242.95055,0.649596,0.086253,0.264151,0,0.574124,0.336927,0.088949,0.495957,0.504043,0,cluster2
41031400996,27,3,0.278936,1224.828571,27.136892,0.635382,350133.4403,0.817073,0.094512,0.033537,0.054878,0.668699,0.203252,0.128049,0.599593,0.28252,0.117886,cluster0
41031400996,28,3,0.059678,1113.445255,31.297799,0.02309,308979.3371,0.745442,0.089762,0.126928,0.037868,0.798738,0.173446,0.027817,0.676952,0.248481,0.074568,cluster0
41031400996,29,8,0.155811,1898.051724,47.170245,0.081127,758303.2078,0.375823,0.246559,0.244165,0.133453,0.54997,0.357271,0.092759,0.321364,0.112507,0.566128,cluster1
41031400996,30,6,0.153113,1165.742857,39.435243,0.059678,108967.1793,0.497121,0.238964,0.179463,0.084453,0.558061,0.328695,0.113244,0.415547,0.571017,0.013436,cluster2
41031400996,31,4,0.097923,1461.538462,25.208322,0.020161,460757.1946,0.58773,0.251534,0.160736,0,0.652761,0.304908,0.042331,0.431902,0.369939,0.19816,cluster2
41031400996,32,11,0.13617,1897.504348,84.13625,0.026068,809932.2873,0.322535,0.090986,0.275775,0.310704,0.581127,0.30507,0.113803,0.221408,0.290986,0.487606,cluster1
41031400996,33,1,0.039446,878.916667,7.924047,0.003997,42012.86232,0.908046,0.091954,0,0,0.814655,0.185345,0,0.768678,0.231322,0,cluster0
41031400996,34,11,0.204338,1617.190476,78.579102,0.050831,619722.2326,0.307521,0.154871,0.232307,0.3053,0.41828,0.303396,0.278324,0.286893,0.397017,0.31609,cluster1
41031400996,35,2,0.105946,929,12.613244,0.036968,80791.91489,0.835353,0.142552,0.022096,0,0.722737,0.248753,0.02851,0.667142,0.332858,0,cluster0
41031400996,36,7,0.155528,1253.376344,31.2827,0.102991,85816.51987,0.398675,0.370771,0.152773,0.077782,0.571678,0.372864,0.055459,0.220439,0.779561,0,cluster2
41031400996,37,11,0.328022,1356.361702,55.316793,0.464767,112138.4533,0.129069,0.369503,0.189606,0.311822,0.565962,0.320959,0.113078,0.065106,0.879497,0.055397,cluster1
41031400996,38,11,0.201625,2039.15,61.313279,0.049287,690407.8253,0.283193,0.201261,0.210084,0.305462,0.403361,0.385714,0.210924,0.178571,0.254622,0.566807,cluster1
41031400996,39,5,0.118953,1036.75,42.879606,0.017174,75425.11364,0.63662,0.090141,0.183099,0.090141,0.625352,0.194366,0.180282,0.374648,0.625352,0,cluster2
41031400996,40,7,0.131463,1742.157895,79.407428,0.152509,751434.4961,0.467303,0.227141,0.168403,0.137153,0.724537,0.238137,0.037326,0.359954,0.239583,0.400463,cluster1
41031400996,41,12,0.162835,2197.262295,75.812673,0.022355,786563.2634,0.294086,0.135322,0.293021,0.277571,0.552477,0.293021,0.154502,0.178476,0.182738,0.638785,cluster1
41031400996,42,5,0.10847,1482.484848,39.917048,0.017658,681543.3921,0.564064,0.162663,0.206707,0.066567,0.597598,0.321822,0.080581,0.433934,0.258258,0.307808,cluster2
41031400996,43,6,0.160417,1261.191257,40.108866,0.060331,335919.7709,0.521588,0.211548,0.204786,0.062077,0.550373,0.347494,0.102133,0.380267,0.516213,0.10352,cluster2
41031400996,44,10,0.325496,1351.372549,78.099692,0.438136,287917.2658,0.378179,0.075399,0.297457,0.248965,0.517741,0.227085,0.255174,0.331165,0.60408,0.064755,cluster1
41031400996,45,9,0.1486,1195.657895,67.257242,0.072817,168824.8147,0.458568,0.109413,0.218021,0.213998,0.685036,0.21963,0.095334,0.433226,0.539823,0.026951,cluster1
41031400996,46,3,0.093907,1191.493902,21.886248,0.016899,378107.1717,0.765825,0.10233,0.131845,0,0.663883,0.231068,0.105049,0.636117,0.238058,0.125825,cluster0
41031400996,47,3,0.121879,1442.53271,17.405045,0.015347,450327.7041,0.723113,0.21331,0.05407,0.009507,0.538324,0.362151,0.099525,0.409388,0.373143,0.217469,cluster2
41031400996,48,3,0.102358,1305.794118,22.530933,0.0122,452762.4715,0.72093,0.153101,0.125969,0,0.564922,0.373062,0.062016,0.554264,0.260659,0.185078,cluster0
41031400996,49,4,0.194347,1299.611111,24.008533,0.098168,505586.3931,0.779163,0.178963,0.03988,0.001994,0.689432,0.263709,0.046859,0.622134,0.231805,0.146062,cluster0
41031400996,50,8,0.157045,1936.710145,45.57156,0.03909,801766.0324,0.431209,0.225934,0.211868,0.130989,0.591209,0.295385,0.113407,0.366154,0.130989,0.502857,cluster1
41031400996,51,10,0.123614,2411.591837,35.872019,0.020328,527851.1633,0.125255,0.373043,0.312457,0.189244,0.535058,0.422737,0.042206,0.047651,0.121171,0.831178,cluster1
41031400996,52,0,0.000827,776.571429,0.005307,0.000019,11404.69841,1,0,0,0,1,0,0,0.981906,0.018094,0,cluster0
41031400996,53,4,0.112257,1151.771277,23.172473,0.017281,134846.2094,0.693088,0.190981,0.090966,0.024965,0.623966,0.299891,0.076143,0.475893,0.498674,0.025433,cluster2
41031400996,54,9,0.175917,1192.594937,63.730361,0.190522,190410.8595,0.529178,0.121295,0.161014,0.188512,0.721968,0.165292,0.112741,0.510541,0.489459,0,cluster1
41031400996,55,5,0.209999,1218.507246,31.545256,0.234604,359554.7536,0.627787,0.207547,0.15223,0.012436,0.580617,0.248714,0.170669,0.509005,0.435678,0.055317,cluster2
41031400996,56,7,0.088183,1637.315385,70.455863,0.017027,938908.047,0.546689,0.1317,0.166141,0.155469,0.687364,0.249818,0.062818,0.470046,0.14698,0.382974,cluster1
41031400996,57,12,0.240186,1339.267857,62.01677,0.192129,160713.6179,0.418422,0.140127,0.10975,0.3317,0.700637,0.204802,0.094561,0.369917,0.630083,0,cluster1
41031400996,58,7,0.188665,1237.666667,44.107167,0.149339,142126.7544,0.580833,0.103333,0.235833,0.08,0.548333,0.2875,0.164167,0.335833,0.6375,0.026667,cluster2
41031400996,59,5,0.152671,1203.375,34.575296,0.022037,141955.7167,0.469194,0.305687,0.225118,0,0.407583,0.374408,0.218009,0.317536,0.682464,0,cluster2
41031400996,60,2,0.123942,928.956522,9.68166,0.046884,66403.2253,0.856278,0.143722,0,0,0.74584,0.199697,0.054463,0.759455,0.240545,0,cluster0
41031400996,61,5,0.33804,1199,27.22112,0.163827,148554,0.467391,0.347826,0.184783,0,0.445652,0.331522,0.222826,0.298913,0.701087,0,cluster2
